source,target,relationship_type,method,confidence,evidence
173695,doc_102_2022_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"nước Việt Nam ngày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng ngày 18 tháng 01 năm 2024; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nướ"
173695,doc_162_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"hính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Căn cứ Nghị định số 162/NĐ-CP ngày 20 tháng 12 năm 2024 của Chính phủ quy định điều kiện cấp Giấy phép đối với quỹ tín dụng nhân dân, tổ chức tài chí"
186482,25692,THAM_CHIEU,Rule-based Trigger,0.95,"liên quan đến cắt giảm điều kiện kinh doanh, đơn giản hóa thủ tục hành chính Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Nghị định số 2"
186482,166170,THAM_CHIEU,Rule-based Trigger,0.95,"iản hóa thủ tục hành chính Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhi"
186482,doc_96_2025_QH15,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,"g Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàn"
186482,doc_26_2025_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"2; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Theo đề nghị c"
186482,doc_19_2013_TT_,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,"n cắt giảm điều kiện kinh doanh, đơn giản hóa thủ tục hành chính. Chương I SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 19/2013/TT- NHNN CỦA THỐNG ĐỐC NGÂN HÀNG NHÀ NƯỚC VIỆT NAM QUY ĐỊNH VỀ VIỆC MUA, BÁN VÀ XỬ LÝ NỢ XẤU CỦA CÔNG TY QUẢN LÝ TÀI SẢN CỦ"
186482,doc_43_2015_TT_,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,"hoản 3 Điều 16; khoản 2 Điều 32; khoản 2 Điều 37 Thông tư này.”. Chương II SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 43/2015/TT- NHNN CỦA THỐNG ĐỐC NGÂN HÀNG NHÀ NƯỚC VIỆT NAM QUY ĐỊNH VỀ TỔ CHỨC VÀ HOẠT ĐỘNG CỦA PHÒNG GIAO DỊCH BƯU ĐIỆN TRỰC THUỘC"
186482,doc_53_2018_TT_,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,"c quy định tại khoản 2, khoản 4, khoản 5 Điều 8 Thông tư này.”. Chương III SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 53/2018/TT- NHNN CỦA THỐNG ĐỐC NGÂN HÀNG NHÀ NƯỚC VIỆT NAM QUY ĐỊNH VỀ MẠNG LƯỚI HOẠT ĐỘNG CỦA TỔ CHỨC TÍN DỤNG PHI NGÂN HÀNG Điều"
doc_53_2018_TT_NHNN,186482,THAY_THE_BOI,Rule-based Trigger,0.98,iều lệ tối thiểu bằng mức vốn pháp định.”. Điều 24. Bãi bỏ Điều 24 Điều 25. Thay thế Phụ lục ban hành kèm theo Thông tư 53/2018/TT-NHNN Thay thế Phụ lục ban hành kèm theo Thông tư 53/2018/TT-NHNN bằng Phụ lục ban hành kèm theo Thông tư này. Chương IV SỬA
186482,174218,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,"tư 53/2018/TT-NHNN bằng Phụ lục ban hành kèm theo Thông tư này. Chương IV SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 62/2024/TT-NHNN CỦA THỐNG ĐỐC NGÂN HÀNG NHÀ NƯỚC VIỆT NAM QUY ĐỊNH VỀ ĐIỀU KIỆN, HỒ SƠ, THỦ TỤC CHẤP THUẬN VIỆC TỔ CHỨC LẠI NGÂN HÀNG T"
186482,doc_14_2015_TT_NHNN,THAM_CHIEU,Rule-based Trigger,0.95,"gày thông tư này có hiệu lực thi hành, các quy định sau đây hết hiệu lực thi hành: a) Khoản 8, khoản 14 Điều 1 Thông tư 14/2015/TT-NHNN sửa đổi bổ sung một số điều của Thông tư số 19/2013/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về việc"
186482,doc_19_2013_TT_NHNN,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,"hết hiệu lực thi hành: a) Khoản 8, khoản 14 Điều 1 Thông tư 14/2015/TT-NHNN sửa đổi bổ sung một số điều của Thông tư số 19/2013/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về việc mua, bán và xử lý nợ xấu của Công ty Quản lý tài sản của các"
186482,doc_03_2024_TT_NHNN,THAM_CHIEU,Rule-based Trigger,0.95,"3, 4 Điều 10” tại khoản 1 Điều 2; cụm từ ""khoản 2 Điều 12"", cụm từ ""các khoản 5, 6 Điều 13"" tại khoản 2 Điều 2 Thông tư 03/2024/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số Điều của Thông tư số 19/2013/TT-NHNN của Thống đốc Ng"
186482,doc_27_2022_TT_NHNN,THAM_CHIEU,Rule-based Trigger,0.95,"lý tài sản của các tổ chức tín dụng Việt Nam; c) Cụm từ “điểm b khoản 3 Điều 10” tại điểm c khoản 5 Điều 1 Thông tư số 27/2022/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của các Thông tư quy định về phân cấp giải quyết"
186482,doc_30_2024_TT_NHNN,THAM_CHIEU,Rule-based Trigger,0.95,"h chính trong lĩnh vực thành lập và hoạt động ngân hàng; d) Khoản 7, khoản 9, khoản 14, điểm c khoản 15 Điều 1 Thông tư 30/2024/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của các Thông tư quy định về hồ sơ, thủ tục chấp"
112924,doc_28_2005_PL_UBTVQH,THAM_CHIEU,Rule-based Trigger,0.95,"Luật sửa đổi, bổ sung một số điều của Luật Kinh doanh bảo hiểm ngày 24 tháng 11 năm 2010; Căn cứ Pháp lệnh Ngoại hối số 28/2005/PL-UBTVQH ngày 13 tháng 12 năm 2005; Căn cứ Pháp lệnh số 06/2013/PL-UBTVQH13 ngày 18 tháng 03 năm 2013 sửa đổi, bổ sung một số đi"
112924,doc_06_2013_PL_UBTVQH13,THAM_CHIEU,Rule-based Trigger,0.95,"ày 24 tháng 11 năm 2010; Căn cứ Pháp lệnh Ngoại hối số 28/2005/PL-UBTVQH ngày 13 tháng 12 năm 2005; Căn cứ Pháp lệnh số 06/2013/PL-UBTVQH13 ngày 18 tháng 03 năm 2013 sửa đổi, bổ sung một số điều của Pháp lệnh Ngoại hối; Căn cứ Nghị định số 215/2013/NĐ-CP ngày"
112924,doc_215_2013_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"06/2013/PL-UBTVQH13 ngày 18 tháng 03 năm 2013 sửa đổi, bổ sung một số điều của Pháp lệnh Ngoại hối; Căn cứ Nghị định số 215/2013/NĐ-CP ngày 23 tháng 12 năm 2013 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Tài chính; Căn"
112924,95652,THAM_CHIEU,Rule-based Trigger,0.95,"năm 2013 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Tài chính; Căn cứ Nghị định số 135/2015/NĐ-CP ngày 31 tháng 12 năm 2015 của Chính phủ quy định về đầu tư gián tiếp ra nước ngoài; Theo đề nghị của Chủ tịch Ủy ban Ch"
112924,doc_31_12,THAM_CHIEU,Rule-based Trigger,0.95,"iếp ra nước ngoài. Điều 3. Giải thích từ ngữ Ngoài các từ ngữ đã được giải thích trong Nghị định số 135/2015/NĐ-CP ngày 31/12/2015 của Chính phủ quy định về đầu tư gián tiếp ra nước ngoài (sau đây gọi là Nghị định số 135/2015/NĐ-CP ), trong Thôn"
112924,doc_15_8,THAM_CHIEU,Rule-based Trigger,0.95,"ớc có thẩm quyền. Chương VI TỔ CHỨC THỰC HIỆN Điều 20. Điều khoản thi hành Thông tư này có hiệu lực thi hành kể từ ngày 15/8/2016. Điều 21. Tổ chức thực hiện 1. Bộ Tài chính, Ủy ban Chứng khoán Nhà nước, các tổ chức kinh doanh chứng khoán, quỹ"
174218,doc_102_2022_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"ăn cứ Luật Doanh nghiệp ngày 17 tháng 06 năm 2020; Căn cứ Luật Cạnh tranh ngày 12 tháng 6 năm 2018; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nướ"
174218,doc_36_2015_TT_NHNN,THAM_CHIEU,Rule-based Trigger,0.95,"ư này có hiệu lực thi hành kể từ ngày 17 tháng 2 năm 2025. 2. Kể từ ngày Thông tư này có hiệu lực thi hành, Thông tư số 36/2015/TT-NHNN ngày 31 tháng 12 năm 2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định việc tổ chức lại tổ chức tín dụng hết hiệu"
186888,25692,THAM_CHIEU,Rule-based Trigger,0.95,"kiểm soát nội bộ của tổ chức tín dụng là hợp tác xã, tổ chức tài chính vi mô Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Nghị định số 2"
186888,166170,THAM_CHIEU,Rule-based Trigger,0.95,"ã, tổ chức tài chính vi mô Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhi"
186888,doc_96_2025_QH15,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,"g Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàn"
186888,doc_26_2025_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"2; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Theo đề nghị c"
186888,27257,THAM_CHIEU,Rule-based Trigger,0.95,ều 56. Điều khoản thi hành 1. Thông tư này có hiệu lực từ ngày 01 tháng 01 năm 2027. 2. Thông tư này bãi bỏ Thông tư số 44/2011/TT-NHNN ngày 29 tháng 12 năm 2011 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về hệ thống kiểm soát nội bộ và kiểm toán
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,173695,THAM_CHIEU,Rule-based Trigger,0.95,"p Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài Thông tư số 56/2024/TT-NHNN ngày 24 tháng 12 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của n"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,doc_12_2025_TT_NHNN,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,"i, văn phòng đại diện nước ngoài, có hiệu lực kể từ ngày 24 tháng 12 năm 2024 được sửa đổi, bổ sung bởi: 1. Thông tư số 12/2025/TT-NHNN ngày 30 tháng 6 năm 2025 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của các Thông tư quy đị"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,doc_11_2026_TT_NHNN,THAM_CHIEU,Rule-based Trigger,0.95,"văn phòng đại diện nước ngoài, tổ chức tín dụng phi ngân hàng, có hiệu lực từ ngày 14 tháng 8 năm 2025. 2. Thông tư số 11/2026/TT-NHNN ngày 19 tháng 5 năm 2026 của Thống đốc Ngân hàng Nhà nước Việt Nam phân cấp thực hiện thủ tục hành chính trong lĩnh vực"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,doc_102_2022_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"nước Việt Nam ngày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng ngày 18 tháng 01 năm 2024; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nướ"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,doc_162_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"hính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Căn cứ Nghị định số 162/NĐ-CP ngày 20 tháng 12 năm 2024 của Chính phủ quy định điều kiện cấp Giấy phép đối với quỹ tín dụng nhân dân, tổ chức tài chí"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,doc_2024_TT_NHNN,THAM_CHIEU,Rule-based Trigger,0.95,"c tín dụng là công ty trách nhiệm hữu hạn một thành viên, cổ đông sáng lập, thành viên sáng lập; Căn cứ Thông tư số .../2024/TT-NHNN ngày .. tháng ... năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,doc_31_7,THAM_CHIEU,Rule-based Trigger,0.95,"ơng mại Y. Phân tích nguồn vốn để Công ty X góp thành lập ngân hàng thương mại Y dựa trên bảng cân đối kế toán vào ngày 31/7/2007 như sau: Đơn vị: tỷ VND TT Tài sản TT Nguồn vốn I. Tài sản ngắn hạn 1.092,42 I. Nợ phải trả 664,88 1. Tiền và các"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,doc_162_2024_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"ĐÃ THỰC HIỆN ĐẦY ĐỦ NGHĨA VỤ THUẾ, BẢO HIỂM XÃ HỘI Kính gửi: Thống đốc Ngân hàng Nhà nước Việt Nam Căn cứ Nghị định số 162/2024/NĐ-CP ngày 20 tháng 12 năm 2024 của Chính phủ quy định điều kiện cấp Giấy phép đối với quỹ tín dụng nhân dân, tổ chức tài chí"
185630,25692,THAM_CHIEU,Rule-based Trigger,0.95,"TƯ Sửa đổi, bổ sung một số điều của một số Thông tư về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Luật Hợp tác x"
185630,166170,THAM_CHIEU,Rule-based Trigger,0.95,"ư về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Luật Hợp tác xã số 17/2023/QH15; Căn cứ Nghị định số 26/2025/NĐ-"
185630,doc_96_2025_QH15,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,"g Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Luật Hợp tác xã số 17/2023/QH15; Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ,"
185630,166269,THAM_CHIEU,Rule-based Trigger,0.95,"cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Luật Hợp tác xã số 17/2023/QH15; Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàn"
185630,doc_26_2025_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"2/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Luật Hợp tác xã số 17/2023/QH15; Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Theo đề nghị c"
185630,168859,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,"bổ sung một số điều của một số Thông tư về quỹ tín dụng nhân dân. Chương I SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 29/2024/TT-NHNN QUY ĐỊNH VỀ QUỸ TÍN DỤNG NHÂN DÂN Điều 1. Sửa đổi, bổ sung điểm d khoản 2 Điều 25 “d) Định kỳ hằng quý, nộp lại sổ tiết"
185630,177271,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,"iếp tục thực hiện việc xử lý theo phương án đã được phê duyệt.”. Chương II SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 01/2025/TT-NHNN QUY ĐỊNH VỀ CẤP GIẤY PHÉP LẦN ĐẦU, CẤP ĐỔI GIẤY PHÉP CỦA QUỸ TÍN DỤNG NHÂN DÂN Điều 3. Sửa đổi, bổ sung Điều 5 1. Sửa đ"
185630,177271,THAM_CHIEU,Rule-based Trigger,0.95,"iếng Anh (nếu có)” tại phần “Tên quỹ tín dụng nhân dân” tại Phụ lục số 01, 02, 03, 07, 08 ban hành kèm theo Thông tư số 01/2025/TT-NHNN. Chương III SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 10/2025/TT-NHNN QUY ĐỊNH VỀ TỔ CHỨC LẠI, THU HỒI GIẤY PHÉP VÀ T"
185630,doc_10_2025_TT_NHNN,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,", 02, 03, 07, 08 ban hành kèm theo Thông tư số 01/2025/TT-NHNN. Chương III SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 10/2025/TT-NHNN QUY ĐỊNH VỀ TỔ CHỨC LẠI, THU HỒI GIẤY PHÉP VÀ THANH LÝ TÀI SẢN CỦA QUỸ TÍN DỤNG NHÂN DÂN Điều 8. Bổ sung khoản 4 vào Đi"
185630,doc_08_2025_TT_NHNN,THAM_CHIEU,Rule-based Trigger,0.95,"ày có hiệu lực thi hành kể từ ngày 16 tháng 02 năm 2026. 2. Thông tư này bãi bỏ quy định tại khoản 1 Điều 2 Thông tư số 08/2025/TT-NHNN ngày 06 tháng 6 năm 2025 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của Thông tư số 43/2015"
185630,doc_43_2015_TT_NHNN,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,"TT-NHNN ngày 06 tháng 6 năm 2025 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của Thông tư số 43/2015/TT-NHNN ngày 31 tháng 12 năm 2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về tổ chức và hoạt động của phòng giao dịc"
185630,168859,THAM_CHIEU,Rule-based Trigger,0.95,"chức và hoạt động của phòng giao dịch bưu điện trực thuộc Ngân hàng thương mại cổ phần Bưu điện Liên Việt, Thông tư số 29/2024/TT-NHNN ngày 28 tháng 6 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân và Thông tư số 32/"
185630,doc_32_2024_TT_NHNN,THAM_CHIEU,Rule-based Trigger,0.95,HNN ngày 28 tháng 6 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân và Thông tư số 32/2024/TT-NHNN ngày 30 tháng 6 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về mạng lưới hoạt động của ngân hàng thương
117310,25692,THAM_CHIEU,Rule-based Trigger,0.95,"Quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Luật các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Nghị định s"
117310,doc_47_2010_QH12,THAM_CHIEU,Rule-based Trigger,0.95,i Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Luật các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Nghị định số 156/2013/NĐ-CP ngày 11 tháng 11 năm 2013 của Chính phủ quy định chức năng
117310,doc_156_2013_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"gày 16 tháng 6 năm 2010; Căn cứ Luật các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Nghị định số 156/2013/NĐ-CP ngày 11 tháng 11 năm 2013 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nướ"
166269,doc_23_2012_QH13,THAM_CHIEU,Rule-based Trigger,0.95,"nh tại khoản 3 và khoản 4 Điều 115 của Luật này có hiệu lực thi hành từ ngày 01 tháng 9 năm 2023. 3. Luật Hợp tác xã số 23/2012/QH13 hết hiệu lực kể từ ngày Luật này có hiệu lực thi hành, trừ quy định tại khoản 5 Điều 115 của Luật này. 4. Trong thời gi"
44209,25692,THAM_CHIEU,Rule-based Trigger,0.95,"ịnh về giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Nghị định s"
44209,doc_47_2010_QH12,THAM_CHIEU,Rule-based Trigger,0.95,á Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Nghị định số 156/2013/NĐ-CP ngày 11 tháng 11 năm 2013 của Chính phủ quy định chức năng
44209,doc_156_2013_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"gày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Nghị định số 156/2013/NĐ-CP ngày 11 tháng 11 năm 2013 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nướ"
44209,doc_40_2012_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"hính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Căn cứ Nghị định số 40/2012/NĐ-CP ngày 02 tháng 5 năm 2012 của Chính phủ về nghiệp vụ phát hành tiền; bảo quản, vận chuyển tài sản quý và giấy tờ có giá"
44209,doc_20_02,THAM_CHIEU,Rule-based Trigger,0.95,"ong hệ thống. Chương VII ĐIỀU KHOẢN THI HÀNH Điều 72. Hiệu lực thi hành 1. Thông tư này có hiệu lực thi hành kể từ ngày 20/02/2014. 2. Kể từ ngày Thông tư này có hiệu lực, các văn bản sau hết hiệu lực thi hành: a) Quyết định số 60/2006/QĐ-NHNN n"
44209,doc_60_2006_QĐ_NHNN,THAM_CHIEU,Rule-based Trigger,0.95,"kể từ ngày 20/02/2014. 2. Kể từ ngày Thông tư này có hiệu lực, các văn bản sau hết hiệu lực thi hành: a) Quyết định số 60/2006/QĐ-NHNN ngày 27/12/2006 của Thống đốc Ngân hàng Nhà nước ban hành Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý,"
44209,doc_27_12,THAM_CHIEU,Rule-based Trigger,0.95,"4. 2. Kể từ ngày Thông tư này có hiệu lực, các văn bản sau hết hiệu lực thi hành: a) Quyết định số 60/2006/QĐ-NHNN ngày 27/12/2006 của Thống đốc Ngân hàng Nhà nước ban hành Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có"
44209,doc_27_2007_QĐ_NHNN,THAM_CHIEU,Rule-based Trigger,0.95,"n hàng Nhà nước ban hành Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá; b) Quyết định số 27/2007/QĐ-NHNN ngày 21/6/2007 sửa đổi, bổ sung một số Điều của Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ c"
44209,doc_21_6,THAM_CHIEU,Rule-based Trigger,0.95,"ành Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá; b) Quyết định số 27/2007/QĐ-NHNN ngày 21/6/2007 sửa đổi, bổ sung một số Điều của Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá ban"
44209,doc_21_2011_TT_NHNN,THAM_CHIEU,Rule-based Trigger,0.95,"bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá ban hành theo Quyết định số 60/2006/QĐ-NHNN; c) Thông tư số 21/2011/TT-NHNN ngày 30/8/2011 sửa đổi, bổ sung Khoản 5 Điều 3 Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có"
44209,doc_30_8,THAM_CHIEU,Rule-based Trigger,0.95,"tiền mặt, tài sản quý, giấy tờ có giá ban hành theo Quyết định số 60/2006/QĐ-NHNN; c) Thông tư số 21/2011/TT-NHNN ngày 30/8/2011 sửa đổi, bổ sung Khoản 5 Điều 3 Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá ban h"
